order_id,customer_id,created_at,order_rank,attributed_channel,utm_medium,total_price,discount_code,discount_amount,discount_used,month,discount_status
5748480803068,7482028949756.0,2024-06-29,2,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5748518453500,7540079558908.0,2024-06-29,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5748437319932,7540009566460.0,2024-06-29,1,Email,,101.0,,0.0,False,2024-06,No Discount
5748400488700,7539978797308.0,2024-06-29,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5748357628156,7539939344636.0,2024-06-29,1,Email,,80.0,xxx,0.0,True,2024-06,No Discount
5748342096124,7539926991100.0,2024-06-29,1,direct traffic,,200.0,xxx,0.0,True,2024-06,No Discount
5748330627324,7362027159804.0,2024-06-29,3,Paid Search,,215.0,,0.0,False,2024-06,No Discount
5748322664700,7447867457788.0,2024-06-29,2,Email,,96.0,xxx,30.0,True,2024-06,Discount Applied
5748320567548,7539909361916.0,2024-06-29,1,Paid Search,,96.0,,0.0,False,2024-06,No Discount
5748319879420,7539895009532.0,2024-06-29,1,direct traffic,,120.0,,0.0,False,2024-06,No Discount
5748287176956,7539882328316.0,2024-06-29,1,XYZ media,user_33,145.0,xxx,0.0,True,2024-06,No Discount
5748272660732,7539870761212.0,2024-06-29,1,Paid Search,,31.99,,0.0,False,2024-06,No Discount
5748269449468,7539867844860.0,2024-06-29,1,Paid Search,,140.0,,0.0,False,2024-06,No Discount
5748263518460,7539862995196.0,2024-06-29,1,Paid Search,,69.0,,0.0,False,2024-06,No Discount
5748249100540,7495179567356.0,2024-06-29,2,Paid Search,,160.0,,0.0,False,2024-06,No Discount
5748229636348,4536821416125.0,2024-06-29,17,direct traffic,,200.0,,0.0,False,2024-06,No Discount
5748136706300,7539749126396.0,2024-06-29,1,Paid Search,,110.0,,0.0,False,2024-06,No Discount
5748105249020,7539719602428.0,2024-06-29,1,Email,,125.0,,0.0,False,2024-06,No Discount
5748095746300,6960367960316.0,2024-06-29,2,Paid Search,,75.0,,0.0,False,2024-06,No Discount
5748467171580,7540037452028.0,2024-06-29,1,Email,,64.0,,0.0,False,2024-06,No Discount
5748462158076,7531766776060.0,2024-06-29,2,direct traffic,,0.0,xxx,80.0,True,2024-06,Free Gift
5748046266620,7539665535228.0,2024-06-29,1,Paid Search,,37.99,,0.0,False,2024-06,No Discount
5748078805244,7539697549564.0,2024-06-29,1,Paid Search,,145.0,,0.0,False,2024-06,No Discount
5748063043836,6477388710140.0,2024-06-29,6,Paid Search,,420.0,,0.0,False,2024-06,No Discount
5748034797820,6090524262652.0,2024-06-29,3,Paid Search,,52.99,xxx,0.0,True,2024-06,No Discount
5748013433084,7539636732156.0,2024-06-28,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5747818529020,7539443368188.0,2024-06-28,1,Paid Search,,200.0,,0.0,False,2024-06,No Discount
5747993084156,7537890099452.0,2024-06-28,1,Email,,96.0,xxx,0.0,True,2024-06,No Discount
5747966476540,7539593380092.0,2024-06-28,1,Paid Search,,280.0,,0.0,False,2024-06,No Discount
5747771539708,7462465372412.0,2024-06-28,2,Paid Search,,96.0,,0.0,False,2024-06,No Discount
5747694567676,7515029963004.0,2024-06-28,2,Email,,64.0,,0.0,False,2024-06,No Discount
5747768131836,7539413909756.0,2024-06-28,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5747763609852,7539399000316.0,2024-06-28,1,Email,,64.0,xxx,0.0,True,2024-06,No Discount
5747712557308,7539350995196.0,2024-06-28,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5747675693308,7539058082044.0,2024-06-28,1,Email,,96.0,xxx,0.0,True,2024-06,No Discount
5747605405948,7538590056700.0,2024-06-28,1,direct traffic,,64.0,,0.0,False,2024-06,No Discount
5747629490428,7538704875772.0,2024-06-28,1,Paid Search,,116.0,xxx,0.0,True,2024-06,No Discount
5747627589884,7148734742780.0,2024-06-28,7,Paid Search,,128.0,,0.0,False,2024-06,No Discount
5747564413180,7482449985788.0,2024-06-28,3,Affiliates,,96.0,,0.0,False,2024-06,No Discount
5747579060476,7538421432572.0,2024-06-28,1,Paid Search,,64.0,xxx,0.0,True,2024-06,No Discount
5747563233532,7538210963708.0,2024-06-28,1,Affiliates,,75.99,xxx,12.0,True,2024-06,Discount Applied
5747576144124,7538231771388.0,2024-06-28,1,Paid Search,,110.0,xxx,0.0,True,2024-06,No Discount
5747513000188,7532813287676.0,2024-06-28,2,direct traffic,,0.0,xxx,145.0,True,2024-06,Free Gift
5747522732284,7206616957180.0,2024-06-28,2,Paid Search,,200.0,,0.0,False,2024-06,No Discount
5747488686332,6051663184124.0,2024-06-28,2,Paid Search,,96.0,,0.0,False,2024-06,No Discount
5747498418428,7205363745020.0,2024-06-28,6,direct traffic,,0.0,xxx,120.0,True,2024-06,Free Gift
5747494519036,7538186453244.0,2024-06-28,1,Paid Search,,180.0,xxx,20.0,True,2024-06,Discount Applied
5747450839292,7515748434172.0,2024-06-28,2,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5747471941884,7538168758524.0,2024-06-28,1,Paid Search,,160.0,,0.0,False,2024-06,No Discount
5747450020092,7538151457020.0,2024-06-28,1,Paid Search,,64.0,xxx,0.0,True,2024-06,No Discount
5747455164668,7538154766588.0,2024-06-28,1,Paid Search,,200.0,,0.0,False,2024-06,No Discount
5747374817532,7201614856444.0,2024-06-28,8,direct traffic,,0.0,xxx,145.0,True,2024-06,Free Gift
5747343294716,7426216296700.0,2024-06-28,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5747293356284,7538048925948.0,2024-06-28,1,Paid Search,,120.0,,0.0,False,2024-06,No Discount
5747275268348,7530380329212.0,2024-06-28,3,Paid Search,,190.0,,0.0,False,2024-06,No Discount
5747265634556,7538022318332.0,2024-06-28,1,Paid Search,,150.0,,0.0,False,2024-06,No Discount
5747270287612,7538026742012.0,2024-06-28,1,Paid Search,,37.99,,0.0,False,2024-06,No Discount
5747231326460,7537994301692.0,2024-06-28,1,Email,,37.99,,0.0,False,2024-06,No Discount
5747253608700,7538013307132.0,2024-06-28,1,Email,,64.0,,0.0,False,2024-06,No Discount
5747202359548,7528932573436.0,2024-06-28,2,direct traffic,,0.0,xxx,80.0,True,2024-06,Free Gift
5747249283324,7255447372028.0,2024-06-28,4,direct traffic,,96.0,,0.0,False,2024-06,No Discount
5747174211836,7186184077564.0,2024-06-28,2,Email,,64.0,,0.0,False,2024-06,No Discount
5747075809532,6611621314812.0,2024-06-28,16,Paid Search,,160.0,,0.0,False,2024-06,No Discount
5747171787004,7537872109820.0,2024-06-28,1,direct traffic,user_16,80.0,xxx,0.0,True,2024-06,No Discount
5747129778428,7261504471292.0,2024-06-28,6,Email,,145.0,,0.0,False,2024-06,No Discount
5747095306492,7513649250556.0,2024-06-28,2,Email,,670.0,,0.0,False,2024-06,No Discount
5747085181180,7537864573180.0,2024-06-28,1,Email,,64.0,xxx,0.0,True,2024-06,No Discount
5747074007292,5127557578941.0,2024-06-28,5,Paid Search,,96.0,,0.0,False,2024-06,No Discount
5747065946364,7515669922044.0,2024-06-28,1,Paid Search,,128.0,,0.0,False,2024-06,No Discount
5747045138684,7228252717308.0,2024-06-28,4,Paid Search,,240.0,,0.0,False,2024-06,No Discount
5746958041340,6818770059516.0,2024-06-28,4,Paid Search,,120.0,,0.0,False,2024-06,No Discount
5747015909628,7537795891452.0,2024-06-28,1,Paid Search,,17.99,,0.0,False,2024-06,No Discount
5746943197436,6609994907900.0,2024-06-28,3,Email,,72.99,xxx,15.0,True,2024-06,Discount Applied
5746957648124,7060679327996.0,2024-06-28,4,Email,,72.99,xxx,15.0,True,2024-06,Discount Applied
5746927894780,7529349185788.0,2024-06-28,1,Email,,64.0,xxx,26.0,True,2024-06,Discount Applied
5746953519356,7505265361148.0,2024-06-28,1,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5746917146876,7537692967164.0,2024-06-27,1,Paid Search,,116.0,,0.0,False,2024-06,No Discount
5746949423356,7537726718204.0,2024-06-28,1,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5746459312380,7537412505852.0,2024-06-27,1,Paid Search,,67.99,,0.0,False,2024-06,No Discount
5746704580860,7537534763260.0,2024-06-27,1,Paid Search,,184.0,xxx,0.0,True,2024-06,No Discount
5746485821692,7537491935484.0,2024-06-27,1,Paid Search,,96.0,,0.0,False,2024-06,No Discount
5746456789244,7537457856764.0,2024-06-27,1,Email,,96.0,xxx,0.0,True,2024-06,No Discount
5746432671996,7537433018620.0,2024-06-27,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5746436964604,7537438916860.0,2024-06-27,1,Affiliates,,36.99,,0.0,False,2024-06,No Discount
5746404557052,7537391468796.0,2024-06-27,1,direct traffic,,155.0,,0.0,False,2024-06,No Discount
5746404196604,7537390944508.0,2024-06-27,1,Paid Search,,160.0,,0.0,False,2024-06,No Discount
5746393710844,6009785352444.0,2024-06-27,1,Paid Search,,116.0,,0.0,False,2024-06,No Discount
5746389614844,6818809676028.0,2024-06-27,7,Email,,49.0,xxx,15.0,True,2024-06,Discount Applied
5746389090556,7285590491388.0,2024-06-27,4,Email,,64.0,xxx,0.0,True,2024-06,No Discount
5746384109820,7239560265980.0,2024-06-27,1,Email,,116.0,xxx,0.0,True,2024-06,No Discount
5746380472572,6832232988924.0,2024-06-27,3,Paid Search,,130.5,xxx,14.5,True,2024-06,Discount Applied
5746353897724,7537316069628.0,2024-06-27,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5746343543036,7462446399740.0,2024-06-27,3,direct traffic,,0.0,xxx,110.0,True,2024-06,Free Gift
5746339807484,7370586915068.0,2024-06-27,2,Paid Search,,94.0,,0.0,False,2024-06,No Discount
5746281775356,7358316216572.0,2024-06-27,5,Email,,96.0,,0.0,False,2024-06,No Discount
5746426806524,7537393762556.0,2024-06-27,1,Paid Search,,110.0,,0.0,False,2024-06,No Discount
5746195366140,6886630031612.0,2024-06-27,4,Email,,80.0,,0.0,False,2024-06,No Discount
5746420383996,7533032833276.0,2024-06-27,1,XYZ media,user_41,176.0,xxx,0.0,True,2024-06,No Discount
5746104467708,7117504774396.0,2024-06-27,7,direct traffic,,0.0,xxx,80.0,True,2024-06,Free Gift
5746122686716,7323074494716.0,2024-06-27,1,Paid Search,,44.0,xxx,0.0,True,2024-06,No Discount
5746091032828,7536946479356.0,2024-06-27,1,Email,,160.0,xxx,0.0,True,2024-06,No Discount
5746095882492,7537027776764.0,2024-06-27,1,Paid Search,,101.0,,0.0,False,2024-06,No Discount
5746051121404,7333776064764.0,2024-06-27,1,Paid Search,,125.0,,0.0,False,2024-06,No Discount
5746004001020,7536235348220.0,2024-06-27,1,Affiliates,,24.0,,0.0,False,2024-06,No Discount
5745952653564,7535038529788.0,2024-06-27,1,Email,,37.99,,0.0,False,2024-06,No Discount
5746037817596,6021404885244.0,2024-06-27,12,Paid Search,,62.99,,0.0,False,2024-06,No Discount
5746025890044,5981503258876.0,2024-06-27,9,direct traffic,,0.0,xxx,180.0,True,2024-06,Free Gift
5745898193148,7535740354812.0,2024-06-27,1,XYZ media,user_33,128.0,xxx,0.0,True,2024-06,No Discount
5745942167804,7536176300284.0,2024-06-27,1,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5745920639228,6591669272828.0,2024-06-27,2,Paid Search,,116.0,,0.0,False,2024-06,No Discount
5745919557884,7528639004924.0,2024-06-27,2,direct traffic,,30.0,,0.0,False,2024-06,No Discount
5745800937724,7536029925628.0,2024-06-27,1,Email,,80.0,xxx,0.0,True,2024-06,No Discount
5745905631484,7536137240828.0,2024-06-27,1,Paid Search,,85.0,,0.0,False,2024-06,No Discount
5745871519996,7536101032188.0,2024-06-27,1,Paid Search,,17.99,,0.0,False,2024-06,No Discount
5745796808956,7536026157308.0,2024-06-27,1,Paid Search,,37.99,,0.0,False,2024-06,No Discount
5745859854588,7536087892220.0,2024-06-27,1,Paid Search,,64.0,xxx,0.0,True,2024-06,No Discount
5745847927036,7536074752252.0,2024-06-27,1,Paid Search,,64.0,xxx,0.0,True,2024-06,No Discount
5745672487164,7508253540604.0,2024-06-27,2,Email,,64.0,,0.0,False,2024-06,No Discount
5745775870204,7536006988028.0,2024-06-27,1,Paid Search,,101.0,,0.0,False,2024-06,No Discount
5745688936700,7535918121212.0,2024-06-27,1,Paid Search,,37.99,,0.0,False,2024-06,No Discount
5745636311292,7005905223932.0,2024-06-27,11,direct traffic,,0.0,xxx,55.0,True,2024-06,Free Gift
5745540038908,7403720671484.0,2024-06-27,3,Email,,110.0,,0.0,False,2024-06,No Discount
5745600266492,7516433514748.0,2024-06-27,3,Paid Search,,72.99,xxx,15.0,True,2024-06,Discount Applied
5745580048636,7051225465084.0,2024-06-27,2,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5745561993468,7401968533756.0,2024-06-27,4,direct traffic,,80.0,,0.0,False,2024-06,No Discount
5745548165372,7535767585020.0,2024-06-27,1,direct traffic,,110.0,,0.0,False,2024-06,No Discount
5745538662652,7530758897916.0,2024-06-27,1,direct traffic,,149.0,,0.0,False,2024-06,No Discount
5745516871932,7535731212540.0,2024-06-27,1,Paid Search,,101.0,,0.0,False,2024-06,No Discount
5745386094844,7535598108924.0,2024-06-26,1,Email,,49.0,xxx,15.0,True,2024-06,Discount Applied
5745460871420,7535676195068.0,2024-06-26,1,Email,,96.0,xxx,0.0,True,2024-06,No Discount
5745384390908,7498238886140.0,2024-06-26,1,Email,,64.0,xxx,0.0,True,2024-06,No Discount
5745273897212,7535478735100.0,2024-06-26,1,XYZ media,user_41,145.0,xxx,0.0,True,2024-06,No Discount
5745261969660,7535459696892.0,2024-06-26,1,Paid Search,,67.99,,0.0,False,2024-06,No Discount
5745269702908,6275176497404.0,2024-06-26,45,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5745256268028,7247519187196.0,2024-06-26,7,direct traffic,,0.0,xxx,80.0,True,2024-06,Free Gift
5745252958460,7535447572732.0,2024-06-26,1,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5745239785724,7535432368380.0,2024-06-26,1,Paid Search,,190.0,,0.0,False,2024-06,No Discount
5745209639164,7535389245692.0,2024-06-26,1,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5745219961084,7024146546940.0,2024-06-26,3,XYZ media,user_16,64.0,xxx,0.0,True,2024-06,No Discount
5745214357756,7535398060284.0,2024-06-26,1,direct traffic,,80.0,xxx,0.0,True,2024-06,No Discount
5745214292220,7518333501692.0,2024-06-26,2,Affiliates,,96.0,,0.0,False,2024-06,No Discount
5745180508412,7473457070332.0,2024-06-26,2,Paid Search,,120.0,,0.0,False,2024-06,No Discount
5745146527996,6024167555324.0,2024-06-26,4,direct traffic,,0.0,xxx,115.0,True,2024-06,Free Gift
5745126506748,7430216351996.0,2024-06-26,2,Email,,80.0,,0.0,False,2024-06,No Discount
5745125392636,7535271608572.0,2024-06-26,1,Paid Search,,116.0,xxx,0.0,True,2024-06,No Discount
5745114120444,7261294199036.0,2024-06-26,2,Email,,118.0,,0.0,False,2024-06,No Discount
5745117266172,7535264858364.0,2024-06-26,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5745091707132,7535228453116.0,2024-06-26,1,Paid Search,,120.0,,0.0,False,2024-06,No Discount
5745105862908,7535246475516.0,2024-06-26,1,Paid Search,,24.0,,0.0,False,2024-06,No Discount
5745086398716,7535219638524.0,2024-06-26,1,Email,,80.0,xxx,0.0,True,2024-06,No Discount
5745073520892,7535203942652.0,2024-06-26,1,Email,,96.0,,0.0,False,2024-06,No Discount
5745070342396,6041713049852.0,2024-06-26,4,Email,,90.0,,0.0,False,2024-06,No Discount
5745073357052,7457030308092.0,2024-06-26,2,Email,,200.0,,0.0,False,2024-06,No Discount
5745013653756,7523910254844.0,2024-06-26,2,Paid Search,,116.0,,0.0,False,2024-06,No Discount
5745059004668,7535179792636.0,2024-06-26,1,Email,,120.0,xxx,0.0,True,2024-06,No Discount
5745015718140,7535144763644.0,2024-06-26,1,XYZ media,user_41,110.0,xxx,0.0,True,2024-06,No Discount
5744982622460,6835739230460.0,2024-06-26,2,Email,,96.0,,0.0,False,2024-06,No Discount
5744996516092,7535128609020.0,2024-06-26,1,Email,,120.0,xxx,0.0,True,2024-06,No Discount
5744994812156,6721739030780.0,2024-06-26,4,Email,,80.0,,0.0,False,2024-06,No Discount
5744993337596,6823992492284.0,2024-06-26,3,Paid Search,,94.0,,0.0,False,2024-06,No Discount
5744974233852,7321302401276.0,2024-06-26,2,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5744858005756,7461769806076.0,2024-06-26,2,Email,,64.0,xxx,0.0,True,2024-06,No Discount
5744965320956,7398579437820.0,2024-06-26,2,Email,,116.0,,0.0,False,2024-06,No Discount
5744958210300,7261504471292.0,2024-06-26,5,Email,,145.0,,0.0,False,2024-06,No Discount
5744956604668,7535096398076.0,2024-06-26,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5744876028156,7535026667772.0,2024-06-26,1,direct traffic,,24.0,,0.0,False,2024-06,No Discount
5744873537788,7188054704380.0,2024-06-26,4,Email,,64.0,,0.0,False,2024-06,No Discount
5744867574012,7535021359356.0,2024-06-26,1,XYZ media,user_20,80.0,xxx,0.0,True,2024-06,No Discount
5744858562812,7535014412540.0,2024-06-26,1,Affiliates,,96.0,,0.0,False,2024-06,No Discount
5744844570876,7529505915132.0,2024-06-26,1,Email,,120.0,xxx,0.0,True,2024-06,No Discount
5744810819836,6536500150524.0,2024-06-26,5,Paid Search,,870.0,,0.0,False,2024-06,No Discount
5744831037692,7534990557436.0,2024-06-26,1,Email,,180.0,,0.0,False,2024-06,No Discount
5744771137788,5370141868221.0,2024-06-26,2,Email,,64.0,,0.0,False,2024-06,No Discount
5744556998908,7534752104700.0,2024-06-26,1,Paid Search,,200.0,,0.0,False,2024-06,No Discount
5744671621372,7534850769148.0,2024-06-26,1,Paid Search,,88.0,xxx,0.0,True,2024-06,No Discount
5744595304700,7093365571836.0,2024-06-26,3,Paid Search,,248.0,,0.0,False,2024-06,No Discount
5744513876220,7534702428412.0,2024-06-26,1,Email,,64.0,xxx,0.0,True,2024-06,No Discount
5744513286396,7533374472444.0,2024-06-26,1,Email,,101.0,,0.0,False,2024-06,No Discount
5744535634172,7475869581564.0,2024-06-26,3,Email,,145.0,,0.0,False,2024-06,No Discount
5744455123196,7063504814332.0,2024-06-25,2,XYZ media,user_33,64.0,xxx,0.0,True,2024-06,No Discount
5744434053372,7534631780604.0,2024-06-25,1,Paid Search,,80.0,,0.0,False,2024-06,No Discount
5744315891964,7534502347004.0,2024-06-25,1,Paid Search,,224.0,xxx,0.0,True,2024-06,No Discount
5744421142780,7534618935548.0,2024-06-25,1,Paid Search,,155.0,,0.0,False,2024-06,No Discount
5744405250300,7521140637948.0,2024-06-25,1,Paid Search,,120.0,,0.0,False,2024-06,No Discount
5744311238908,7534496186620.0,2024-06-25,1,Paid Search,,120.0,,0.0,False,2024-06,No Discount
5744204153084,7534407483644.0,2024-06-25,1,Paid Search,,64.0,,0.0,False,2024-06,No Discount
5744237183228,7534437368060.0,2024-06-25,1,Paid Search,,64.0,xxx,0.0,True,2024-06,No Discount
5744231383292,7534431273212.0,2024-06-25,1,Email,,101.0,,0.0,False,2024-06,No Discount
